date,store_id,product_id,product_name,inventory_level,units_sold,price,seasonality
2022-01-05,S001,P0009,Biscuits,433,188,98.03,Winter
2022-01-05,S001,P0017,Noodles,120,187,63.75,Winter
2022-01-05,S001,P0004,Sugar,172,70,93.53,Winter
2022-01-05,S001,P0018,Honey,248,60,97.51,Winter
2022-01-05,S001,P0015,Candles,272,128,55.77,Winter
2022-01-05,S001,P0010,Milk Powder,288,141,32.6,Winter
2022-01-05,S001,P0014,Matches,233,179,12.66,Winter
2022-01-05,S001,P0007,Tea,409,182,53.65,Winter
2022-01-05,S001,P0006,Pulses,338,62,60.2,Winter
2022-01-05,S001,P0011,Detergent,485,118,53.31,Winter
2022-01-05,S001,P0012,Soap,414,169,93.96,Winter
2022-01-06,S001,P0006,Pulses,57,62,83.4,Winter
2022-01-06,S001,P0019,Jam,66,158,96.19,Winter
2022-01-06,S001,P0018,Honey,423,63,81.55,Winter
2022-01-06,S001,P0013,Toothpaste,185,144,64.04,Winter
2022-01-06,S001,P0009,Biscuits,277,183,59.33,Winter
2022-01-06,S001,P0014,Matches,201,179,46.65,Winter
2022-01-06,S001,P0008,Coffee,445,109,34.4,Winter
2022-01-06,S001,P0003,Rice,91,139,54.78,Winter
2022-01-06,S001,P0015,Candles,388,131,92.22,Winter
2022-01-06,S001,P0010,Milk Powder,204,141,33.79,Winter
2022-01-06,S001,P0002,Salt,262,81,47.32,Winter
2022-01-06,S001,P0020,Pickle,98,108,79.76,Winter
2022-01-06,S001,P0004,Sugar,466,70,41.72,Winter
2022-01-06,S001,P0017,Noodles,379,193,22.57,Winter
2022-01-06,S001,P0012,Soap,59,159,63.21,Winter
2022-01-06,S001,P0016,Spices,481,72,28.27,Winter
2022-01-06,S001,P0007,Tea,76,187,99.12,Winter
2022-01-06,S001,P0001,Oil,198,156,91.05,Winter
2022-01-06,S001,P0011,Detergent,200,118,60.79,Winter
2022-01-06,S001,P0005,Wheat Flour,129,123,37.57,Winter
2022-01-07,S001,P0009,Biscuits,402,180,48.3,Winter
2022-01-07,S001,P0015,Candles,311,129,12.36,Winter
2022-01-07,S001,P0019,Jam,159,159,65.57,Winter
2022-01-07,S001,P0014,Matches,189,183,51.17,Winter
2022-01-07,S001,P0008,Coffee,193,110,37.99,Winter
2022-01-07,S001,P0006,Pulses,399,64,27.88,Winter
2022-01-07,S001,P0004,Sugar,339,68,10.74,Winter
2022-01-07,S001,P0018,Honey,109,59,58.5,Winter
2022-01-07,S001,P0010,Milk Powder,438,140,55.07,Winter
2022-01-07,S001,P0020,Pickle,402,103,52.47,Winter
2022-01-07,S001,P0002,Salt,255,84,80.82,Winter
2022-01-07,S001,P0001,Oil,195,157,53.99,Winter
2022-01-07,S001,P0013,Toothpaste,137,146,37.22,Winter
2022-01-07,S001,P0017,Noodles,299,189,13.81,Winter
2022-01-07,S001,P0003,Rice,487,134,63.07,Winter
2022-01-07,S001,P0005,Wheat Flour,120,121,29.63,Winter
2022-01-07,S001,P0007,Tea,461,183,50.47,Winter
2022-01-07,S001,P0016,Spices,178,64,82.49,Winter
2022-01-07,S001,P0012,Soap,446,156,65.47,Winter
2022-01-07,S001,P0011,Detergent,275,114,73.88,Winter
2022-01-08,S001,P0011,Detergent,357,114,22.11,Winter
2022-01-08,S001,P0004,Sugar,420,66,40.63,Winter
2022-01-08,S001,P0013,Toothpaste,332,148,76.62,Winter
2022-01-08,S001,P0001,Oil,231,156,66.3,Winter
2022-01-08,S001,P0007,Tea,264,180,13.51,Winter
2022-01-08,S001,P0018,Honey,296,61,79.68,Winter
2022-01-08,S001,P0009,Biscuits,375,180,22.53,Winter
2022-01-08,S001,P0008,Coffee,215,108,14.55,Winter
2022-01-08,S001,P0020,Pickle,348,103,65.67,Winter
2022-01-08,S001,P0014,Matches,290,185,49.74,Winter
2022-01-08,S001,P0005,Wheat Flour,355,124,20.73,Winter
2022-01-08,S001,P0006,Pulses,104,62,53.8,Winter
2022-01-08,S001,P0010,Milk Powder,253,144,64.49,Winter
2022-01-08,S001,P0015,Candles,368,129,10.98,Winter
2022-01-08,S001,P0019,Jam,440,156,12.22,Winter
2022-01-08,S001,P0016,Spices,361,68,32.13,Winter
2022-01-08,S001,P0003,Rice,338,129,39.4,Winter
2022-01-08,S001,P0012,Soap,264,161,79.77,Winter
2022-01-08,S001,P0002,Salt,55,78,72.12,Winter
2022-01-08,S001,P0017,Noodles,467,192,42.26,Winter
2022-01-09,S001,P0020,Pickle,351,103,10.99,Winter
2022-01-09,S001,P0016,Spices,458,74,52.49,Winter
2022-01-09,S001,P0006,Pulses,199,64,59.23,Winter
2022-01-09,S001,P0001,Oil,373,157,41.72,Winter
2022-01-09,S001,P0005,Wheat Flour,471,129,83.56,Winter
2022-01-09,S001,P0018,Honey,363,59,52.06,Winter
2022-01-09,S001,P0007,Tea,81,177,34.2,Winter
2022-01-09,S001,P0019,Jam,317,156,37.43,Winter
2022-01-09,S001,P0004,Sugar,410,66,64.74,Winter
2022-01-09,S001,P0010,Milk Powder,97,145,69.78,Winter
2022-01-09,S001,P0003,Rice,153,130,18.67,Winter
2022-01-09,S001,P0015,Candles,424,129,44.74,Winter
2022-01-09,S001,P0011,Detergent,361,111,52.18,Winter
2022-01-09,S001,P0012,Soap,94,165,13.88,Winter
2022-01-09,S001,P0008,Coffee,247,114,83.93,Winter
2022-01-09,S001,P0009,Biscuits,285,183,75.93,Winter
2022-01-09,S001,P0014,Matches,194,181,78.24,Winter
2022-01-09,S001,P0017,Noodles,487,194,91.79,Winter
2022-01-09,S001,P0013,Toothpaste,219,148,44.84,Winter
2022-01-09,S001,P0002,Salt,142,71,96.33,Winter
2022-01-10,S001,P0012,Soap,444,167,18.93,Winter
2022-01-10,S001,P0019,Jam,100,157,46.67,Winter
2022-01-10,S001,P0017,Noodles,301,189,83.04,Winter
2022-01-10,S001,P0020,Pickle,343,100,24.61,Winter
2022-01-10,S001,P0015,Candles,413,129,56.71,Winter
2022-01-10,S001,P0005,Wheat Flour,120,133,23.43,Winter
2022-01-10,S001,P0004,Sugar,147,67,74.05,Winter
2022-01-10,S001,P0011,Detergent,393,111,11.14,Winter
2022-01-10,S001,P0006,Pulses,346,63,27.82,Winter
2022-01-10,S001,P0014,Matches,282,187,24.95,Winter
2022-01-10,S001,P0010,Milk Powder,324,143,63.67,Winter
2022-01-10,S001,P0009,Biscuits,170,183,43.24,Winter
2022-01-10,S001,P0018,Honey,263,61,81.47,Winter
2022-01-10,S001,P0016,Spices,230,80,58.05,Winter
2022-01-10,S001,P0008,Coffee,318,116,48.96,Winter
2022-01-10,S001,P0013,Toothpaste,495,151,86.6,Winter
2022-01-10,S001,P0002,Salt,222,75,42.03,Winter
2022-01-10,S001,P0001,Oil,327,154,32.68,Winter
2022-01-10,S001,P0007,Tea,481,178,84.01,Winter
2022-01-10,S001,P0003,Rice,120,135,29.15,Winter
2022-01-11,S001,P0009,Biscuits,358,187,49.71,Winter
2022-01-11,S001,P0002,Salt,127,79,37.38,Winter
2022-01-11,S001,P0010,Milk Powder,172,144,98.8,Winter
2022-01-11,S001,P0006,Pulses,357,58,78.72,Winter
2022-01-11,S001,P0001,Oil,101,158,27.53,Winter
2022-01-11,S001,P0005,Wheat Flour,297,130,84.84,Winter
2022-01-11,S001,P0012,Soap,205,171,38.97,Winter
2022-01-11,S001,P0017,Noodles,361,186,54.54,Winter
2022-01-11,S001,P0019,Jam,417,157,10.17,Winter
2022-01-11,S001,P0011,Detergent,292,102,63.1,Winter
2022-01-11,S001,P0020,Pickle,251,102,30.0,Winter
2022-01-11,S001,P0008,Coffee,305,121,67.34,Winter
2022-01-11,S001,P0015,Candles,51,133,27.47,Winter
2022-01-11,S001,P0014,Matches,217,186,26.07,Winter
2022-01-11,S001,P0007,Tea,416,179,74.55,Winter
2022-01-11,S001,P0004,Sugar,373,70,35.38,Winter
2022-01-11,S001,P0013,Toothpaste,241,152,94.9,Winter
2022-01-11,S001,P0018,Honey,364,59,83.03,Winter
2022-01-11,S001,P0003,Rice,292,135,50.84,Winter
2022-01-11,S001,P0016,Spices,412,84,44.77,Winter
2022-01-12,S001,P0017,Noodles,430,184,54.14,Winter
2022-01-12,S001,P0010,Milk Powder,275,146,82.89,Winter
2022-01-12,S001,P0016,Spices,186,88,55.14,Winter
2022-01-12,S001,P0020,Pickle,346,107,98.16,Winter
2022-01-12,S001,P0015,Candles,373,125,86.0,Winter
2022-01-12,S001,P0003,Rice,207,128,14.77,Winter
2022-01-12,S001,P0007,Tea,471,177,66.26,Winter
2022-01-12,S001,P0014,Matches,314,184,37.0,Winter
2022-01-12,S001,P0006,Pulses,376,59,66.77,Winter
2022-01-12,S001,P0018,Honey,484,57,70.22,Winter
2022-01-12,S001,P0012,Soap,472,172,33.72,Winter
2022-01-12,S001,P0009,Biscuits,145,192,28.91,Winter
2022-01-12,S001,P0001,Oil,145,161,92.92,Winter
2022-01-12,S001,P0013,Toothpaste,52,143,88.96,Winter
2022-01-12,S001,P0002,Salt,85,76,26.45,Winter
2022-01-12,S001,P0004,Sugar,459,75,43.89,Winter
2022-01-12,S001,P0008,Coffee,432,123,55.07,Winter
2022-01-12,S001,P0019,Jam,490,162,86.87,Winter
2022-01-12,S001,P0005,Wheat Flour,182,121,72.92,Winter
2022-01-12,S001,P0011,Detergent,393,99,54.17,Winter
2022-01-13,S001,P0017,Noodles,72,187,22.25,Winter
2022-01-13,S001,P0006,Pulses,279,55,10.7,Winter
2022-01-13,S001,P0002,Salt,465,70,82.04,Winter
2022-01-13,S001,P0013,Toothpaste,158,143,60.98,Winter
2022-01-13,S001,P0003,Rice,50,128,69.18,Winter
2022-01-13,S001,P0016,Spices,91,88,35.05,Winter
2022-01-13,S001,P0007,Tea,408,174,82.49,Winter
2022-01-13,S001,P0019,Jam,236,166,43.23,Winter
2022-01-13,S001,P0010,Milk Powder,264,152,80.1,Winter
2022-01-13,S001,P0018,Honey,348,63,22.31,Winter
2022-01-13,S001,P0011,Detergent,185,105,40.19,Winter
2022-01-13,S001,P0020,Pickle,271,111,90.75,Winter
2022-01-13,S001,P0012,Soap,144,175,28.44,Winter
2022-01-13,S001,P0001,Oil,110,162,17.27,Winter
2022-01-13,S001,P0015,Candles,235,125,46.08,Winter
2022-01-13,S001,P0009,Biscuits,292,196,99.4,Winter
2022-01-13,S001,P0005,Wheat Flour,490,115,31.66,Winter
2022-01-13,S001,P0008,Coffee,134,123,13.38,Winter
2022-01-13,S001,P0014,Matches,79,174,96.24,Winter
2022-01-13,S001,P0004,Sugar,229,74,61.99,Winter
2022-01-14,S001,P0015,Candles,308,125,16.13,Winter
2022-01-14,S001,P0020,Pickle,269,114,31.62,Winter
2022-01-14,S001,P0007,Tea,480,170,55.79,Winter
2022-01-14,S001,P0019,Jam,282,167,65.35,Winter
2022-01-14,S001,P0018,Honey,270,58,83.0,Winter
2022-01-14,S001,P0016,Spices,392,81,18.33,Winter
2022-01-14,S001,P0017,Noodles,144,186,67.56,Winter
2022-01-14,S001,P0005,Wheat Flour,144,121,72.69,Winter
2022-01-14,S001,P0006,Pulses,126,49,61.26,Winter
2022-01-14,S001,P0012,Soap,255,174,12.81,Winter
2022-01-14,S001,P0009,Biscuits,118,200,73.52,Winter
2022-01-14,S001,P0014,Matches,123,177,27.49,Winter
2022-01-14,S001,P0010,Milk Powder,294,155,87.08,Winter
2022-01-14,S001,P0004,Sugar,205,73,14.39,Winter
2022-01-14,S001,P0008,Coffee,423,120,37.18,Winter
2022-01-14,S001,P0011,Detergent,365,109,27.2,Winter
2022-01-14,S001,P0013,Toothpaste,441,145,82.51,Winter
2022-01-14,S001,P0002,Salt,374,71,50.09,Winter
2022-01-14,S001,P0001,Oil,199,166,90.05,Winter
2022-01-14,S001,P0003,Rice,91,129,53.89,Winter
2022-01-15,S001,P0010,Milk Powder,394,159,68.56,Winter
2022-01-15,S001,P0016,Spices,289,81,62.99,Winter
2022-01-15,S001,P0011,Detergent,457,114,45.4,Winter
2022-01-15,S001,P0009,Biscuits,462,196,31.64,Winter
2022-01-15,S001,P0002,Salt,122,75,98.02,Winter
2022-01-15,S001,P0019,Jam,461,164,16.35,Winter
2022-01-15,S001,P0005,Wheat Flour,463,120,82.39,Winter
2022-01-15,S001,P0012,Soap,241,175,20.42,Winter
2022-01-15,S001,P0007,Tea,63,171,52.32,Winter
2022-01-15,S001,P0017,Noodles,184,186,94.15,Winter
2022-01-15,S001,P0013,Toothpaste,97,152,38.25,Winter
2022-01-15,S001,P0001,Oil,290,168,98.04,Winter
2022-01-15,S001,P0008,Coffee,224,120,95.93,Winter
2022-01-15,S001,P0006,Pulses,294,51,12.41,Winter
2022-01-15,S001,P0020,Pickle,292,108,79.94,Winter
2022-01-15,S001,P0003,Rice,407,137,21.06,Winter
2022-01-15,S001,P0018,Honey,101,61,19.99,Winter
2022-01-15,S001,P0014,Matches,286,177,98.87,Winter
2022-01-15,S001,P0004,Sugar,269,75,72.09,Winter
2022-01-15,S001,P0015,Candles,173,121,42.98,Winter
2022-01-16,S001,P0005,Wheat Flour,124,118,42.25,Winter
2022-01-16,S001,P0009,Biscuits,270,197,10.57,Winter
2022-01-16,S001,P0017,Noodles,252,181,24.11,Winter
2022-01-16,S001,P0011,Detergent,186,119,94.68,Winter
2022-01-16,S001,P0006,Pulses,445,53,58.4,Winter
2022-01-16,S001,P0003,Rice,204,132,60.44,Winter
2022-01-16,S001,P0019,Jam,336,162,83.62,Winter
2022-01-16,S001,P0014,Matches,139,178,37.04,Winter
2022-01-16,S001,P0018,Honey,69,67,29.52,Winter
2022-01-16,S001,P0012,Soap,139,173,26.38,Winter
2022-01-16,S001,P0016,Spices,494,83,26.31,Winter
2022-01-16,S001,P0008,Coffee,139,120,21.47,Winter
2022-01-16,S001,P0010,Milk Powder,339,157,50.71,Winter
2022-01-16,S001,P0013,Toothpaste,482,159,62.11,Winter
2022-01-16,S001,P0002,Salt,447,81,70.53,Winter
2022-01-16,S001,P0020,Pickle,423,103,60.51,Winter
2022-01-16,S001,P0004,Sugar,118,77,13.91,Winter
2022-01-16,S001,P0007,Tea,191,170,92.89,Winter
2022-01-16,S001,P0001,Oil,104,165,11.39,Winter
2022-01-16,S001,P0015,Candles,112,124,34.2,Winter
2022-01-17,S001,P0014,Matches,73,177,94.28,Winter
2022-01-17,S001,P0004,Sugar,95,76,48.66,Winter
2022-01-17,S001,P0020,Pickle,87,104,28.9,Winter
2022-01-17,S001,P0005,Wheat Flour,372,124,45.59,Winter
2022-01-17,S001,P0010,Milk Powder,187,155,43.34,Winter
2022-01-17,S001,P0006,Pulses,426,55,22.27,Winter
2022-01-17,S001,P0007,Tea,332,168,60.66,Winter
2022-01-17,S001,P0008,Coffee,311,116,66.51,Winter
2022-01-17,S001,P0019,Jam,144,169,40.6,Winter
2022-01-17,S001,P0001,Oil,134,167,95.27,Winter
2022-01-17,S001,P0009,Biscuits,56,195,22.31,Winter
2022-01-17,S001,P0015,Candles,126,122,28.51,Winter
2022-01-17,S001,P0002,Salt,236,83,26.66,Winter
2022-01-17,S001,P0017,Noodles,468,190,82.98,Winter
2022-01-17,S001,P0013,Toothpaste,167,154,66.65,Winter
2022-01-17,S001,P0012,Soap,129,178,58.16,Winter
2022-01-17,S001,P0011,Detergent,78,122,29.75,Winter
2022-01-17,S001,P0003,Rice,231,132,11.6,Winter
2022-01-17,S001,P0016,Spices,133,83,23.29,Winter
2022-01-17,S001,P0018,Honey,171,70,99.73,Winter
2022-01-18,S001,P0015,Candles,287,121,23.75,Winter
2022-01-18,S001,P0001,Oil,339,164,90.7,Winter
2022-01-18,S001,P0013,Toothpaste,73,154,29.58,Winter
2022-01-18,S001,P0006,Pulses,350,58,80.02,Winter
2022-01-18,S001,P0009,Biscuits,281,189,42.69,Winter
2022-01-18,S001,P0016,Spices,319,82,66.89,Winter
2022-01-18,S001,P0010,Milk Powder,350,155,36.37,Winter
2022-01-18,S001,P0004,Sugar,95,79,89.97,Winter
2022-01-18,S001,P0008,Coffee,345,114,99.1,Winter
2022-01-18,S001,P0012,Soap,345,183,86.47,Winter
2022-01-18,S001,P0020,Pickle,384,104,41.46,Winter
2022-01-18,S001,P0007,Tea,103,174,50.94,Winter
2022-01-18,S001,P0017,Noodles,53,191,75.44,Winter
2022-01-18,S001,P0002,Salt,103,82,45.9,Winter
2022-01-18,S001,P0019,Jam,78,165,35.94,Winter
2022-01-18,S001,P0014,Matches,73,175,13.33,Winter
2022-01-18,S001,P0003,Rice,203,139,82.71,Winter
2022-01-18,S001,P0005,Wheat Flour,86,129,83.58,Winter
2022-01-18,S001,P0011,Detergent,275,121,80.39,Winter
2022-01-18,S001,P0018,Honey,323,65,79.77,Winter
2022-01-19,S001,P0013,Toothpaste,57,149,49.83,Winter
2022-01-19,S001,P0008,Coffee,167,114,74.36,Winter
2022-01-19,S001,P0004,Sugar,398,83,37.99,Winter
2022-01-19,S001,P0002,Salt,299,79,53.18,Winter
2022-01-19,S001,P0014,Matches,261,174,41.4,Winter
2022-01-19,S001,P0001,Oil,431,167,97.97,Winter
2022-01-19,S001,P0019,Jam,250,166,13.71,Winter
2022-01-19,S001,P0018,Honey,486,61,30.65,Winter
2022-01-19,S001,P0006,Pulses,128,51,50.74,Winter
2022-01-19,S001,P0015,Candles,387,128,13.84,Winter
2022-01-19,S001,P0005,Wheat Flour,258,129,92.13,Winter
2022-01-19,S001,P0020,Pickle,269,103,76.18,Winter
2022-01-19,S001,P0017,Noodles,300,193,84.59,Winter
2022-01-19,S001,P0010,Milk Powder,444,154,70.99,Winter
2022-01-19,S001,P0011,Detergent,469,117,60.93,Winter
2022-01-19,S001,P0007,Tea,354,175,96.42,Winter
2022-01-19,S001,P0003,Rice,428,141,87.69,Winter
2022-01-19,S001,P0009,Biscuits,379,188,29.84,Winter
2022-01-19,S001,P0016,Spices,50,79,98.44,Winter
2022-01-19,S001,P0012,Soap,320,188,86.71,Winter
2022-01-20,S001,P0018,Honey,342,58,75.17,Winter
2022-01-20,S001,P0006,Pulses,160,47,83.21,Winter
2022-01-20,S001,P0012,Soap,380,187,92.59,Winter
2022-01-20,S001,P0011,Detergent,385,122,96.28,Winter
2022-01-20,S001,P0019,Jam,275,167,99.24,Winter
2022-01-20,S001,P0010,Milk Powder,327,151,95.73,Winter
2022-01-20,S001,P0015,Candles,373,131,22.81,Winter
2022-01-20,S001,P0017,Noodles,357,191,96.11,Winter
2022-01-20,S001,P0001,Oil,154,167,10.38,Winter
2022-01-20,S001,P0020,Pickle,391,109,78.47,Winter
2022-01-20,S001,P0007,Tea,328,180,52.97,Winter
2022-01-20,S001,P0016,Spices,178,76,60.82,Winter
2022-01-20,S001,P0013,Toothpaste,261,155,24.31,Winter
2022-01-20,S001,P0014,Matches,63,176,68.22,Winter
2022-01-20,S001,P0008,Coffee,50,116,15.38,Winter
2022-01-20,S001,P0004,Sugar,322,88,44.37,Winter
2022-01-20,S001,P0005,Wheat Flour,492,129,83.53,Winter
2022-01-20,S001,P0002,Salt,319,80,86.85,Winter
2022-01-20,S001,P0009,Biscuits,457,193,41.4,Winter
2022-01-20,S001,P0003,Rice,377,143,53.62,Winter
2022-01-21,S001,P0013,Toothpaste,147,159,96.16,Winter
2022-01-21,S001,P0015,Candles,183,134,56.73,Winter
2022-01-21,S001,P0009,Biscuits,331,194,63.96,Winter
2022-01-21,S001,P0007,Tea,470,178,65.69,Winter
2022-01-21,S001,P0020,Pickle,103,110,40.8,Winter
2022-01-21,S001,P0018,Honey,323,59,41.02,Winter
2022-01-21,S001,P0005,Wheat Flour,321,128,12.56,Winter
2022-01-21,S001,P0011,Detergent,86,122,74.03,Winter
2022-01-21,S001,P0002,Salt,220,79,22.82,Winter
2022-01-21,S001,P0017,Noodles,200,189,90.16,Winter
2022-01-21,S001,P0003,Rice,115,144,67.21,Winter
2022-01-21,S001,P0019,Jam,407,166,31.17,Winter
2022-01-21,S001,P0001,Oil,430,167,13.1,Winter
2022-01-21,S001,P0016,Spices,204,82,30.67,Winter
2022-01-21,S001,P0008,Coffee,77,118,53.66,Winter
2022-01-21,S001,P0010,Milk Powder,74,155,68.57,Winter
2022-01-21,S001,P0014,Matches,212,178,60.97,Winter
2022-01-21,S001,P0006,Pulses,449,55,18.96,Winter
2022-01-21,S001,P0004,Sugar,98,94,40.08,Winter
2022-01-21,S001,P0012,Soap,242,183,74.84,Winter
2022-01-22,S001,P0017,Noodles,82,196,65.89,Winter
2022-01-22,S001,P0002,Salt,441,75,13.91,Winter
2022-01-22,S001,P0012,Soap,231,188,65.77,Winter
2022-01-22,S001,P0001,Oil,450,165,87.64,Winter
2022-01-22,S001,P0014,Matches,353,178,38.38,Winter
2022-01-22,S001,P0011,Detergent,171,131,44.97,Winter
2022-01-22,S001,P0019,Jam,495,162,69.91,Winter
2022-01-22,S001,P0015,Candles,65,135,36.47,Winter
2022-01-22,S001,P0009,Biscuits,258,201,36.99,Winter
2022-01-22,S001,P0020,Pickle,272,112,43.49,Winter
2022-01-22,S001,P0004,Sugar,357,91,30.52,Winter
2022-01-22,S001,P0016,Spices,206,89,27.57,Winter
2022-01-22,S001,P0008,Coffee,392,116,53.59,Winter
2022-01-22,S001,P0005,Wheat Flour,181,129,54.66,Winter
2022-01-22,S001,P0018,Honey,463,61,65.65,Winter
2022-01-22,S001,P0010,Milk Powder,386,159,49.91,Winter
2022-01-22,S001,P0007,Tea,116,180,15.99,Winter
2022-01-22,S001,P0013,Toothpaste,464,161,55.38,Winter
2022-01-22,S001,P0006,Pulses,145,52,32.25,Winter
2022-01-22,S001,P0003,Rice,433,146,41.08,Winter
2022-01-23,S001,P0007,Tea,133,180,45.52,Winter
2022-01-23,S001,P0014,Matches,115,181,85.8,Winter
2022-01-23,S001,P0006,Pulses,185,54,50.47,Winter
2022-01-23,S001,P0017,Noodles,274,189,37.73,Winter
2022-01-23,S001,P0010,Milk Powder,471,157,63.42,Winter
2022-01-23,S001,P0013,Toothpaste,192,162,39.38,Winter
2022-01-23,S001,P0020,Pickle,75,115,47.3,Winter
2022-01-23,S001,P0004,Sugar,178,91,81.6,Winter
2022-01-23,S001,P0002,Salt,263,83,82.23,Winter
2022-01-23,S001,P0019,Jam,118,160,60.49,Winter
2022-01-23,S001,P0016,Spices,61,89,58.24,Winter
